info,houseId,name,url,price,cover,flood,address
华侨城东岸二期   | 叠拼别墅 | 5室3厅 | 242.42平米 | 东南 | 其他,106100426809,华侨城东岸清水  满二年  有产权 采光好,https://cd.lianjia.com/ershoufang/106100426809.html,660万,https://image1.ljcdn.com/510100-inspection/8a89760f-b6af-4de6-9404-b3f23c2805fe.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,华侨城东岸二期 
成都花园朗庭园   | 联排别墅 | 5室2厅 | 254.6平米 | 西南 | 简装,106100021875,成都花园A区别墅  有装修  带花园,https://cd.lianjia.com/ershoufang/106100021875.html,550万,https://image1.ljcdn.com/510100-inspection/a0f5026f-8360-4953-bd1d-d14c8e3fb698.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,成都花园朗庭园 
国信滨河雅居   | 联排别墅 | 4室2厅 | 270.96平米 | 东南 | 毛坯,106100182124,东湖旁 河心岛别墅3跃4 难得清水 自带车库地下室,https://cd.lianjia.com/ershoufang/106100182124.html,520万,https://image1.ljcdn.com/510100-inspection/a154dd16-b8d2-4dc5-b871-a9225fdc5b42.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,国信滨河雅居 
国奥村   | 联排别墅 | 4室2厅 | 205.97平米 | 东 | 其他,106100145455,国奥村+清水联排+满两年。。。。。。,https://cd.lianjia.com/ershoufang/106100145455.html,260万,https://image1.ljcdn.com/510100-inspection/a1d5d512-33ab-4103-97ea-1a03d699b59b.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,国奥村 
成都后花园二期   | 叠拼别墅 | 6室2厅 | 306.7平米 | 东南 | 其他,106100248837,成都后花园二期叠拼别墅，带地下室,https://cd.lianjia.com/ershoufang/106100248837.html,380万,https://image1.ljcdn.com/510100-inspection/c2ff8381-014f-4956-a9a2-ca6ca151a591.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,成都后花园二期 
金府路6号  | 5室3厅 | 196平米 | 东 | 其他,106100478231,上叠别墅+不临街+有装修+有平台有花园+带产权车位,https://cd.lianjia.com/ershoufang/106100478231.html,330万,https://image1.ljcdn.com/510100-inspection/4c7b69d8-60c5-4953-8ff8-119ff246556e.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,金府路6号 
鹭湖宫二区   | 联排别墅 | 3室2厅 | 177.05平米 | 西北 | 其他,106100347798,鹭湖宫二区联排别墅，小区环境优雅,https://cd.lianjia.com/ershoufang/106100347798.html,220万,https://image1.ljcdn.com/510100-inspection/8b7b26b6-6d5f-429f-894b-9f21f8d522d4.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,鹭湖宫二区 
清溪玫瑰园   | 联排别墅 | 6室2厅 | 254.72平米 | 南 | 毛坯,106100280816,玫瑰园，满两年，前后花园120平。,https://cd.lianjia.com/ershoufang/106100280816.html,270万,https://image1.ljcdn.com/510100-inspection/bd003edc-63f2-4515-a450-5fa581fc78bc.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,清溪玫瑰园 
成都花园朗庭园   | 叠拼别墅 | 4室3厅 | 228.18平米 | 南 | 其他,106100252156,成都花园朗庭园叠拼别墅带花园 三跃四跃五,https://cd.lianjia.com/ershoufang/106100252156.html,295万,https://image1.ljcdn.com/510100-inspection/141b2e93-2c63-4f94-982a-52944409a70a.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,成都花园朗庭园 
国奥村   | 联排别墅 | 4室2厅 | 188.73平米 | 南 | 其他,106100472776,国奥村装修联排别墅，带家具家电,https://cd.lianjia.com/ershoufang/106100472776.html,300万,https://image1.ljcdn.com/510100-inspection/e6b75c7b-ddec-4567-b71f-6c1069ebd96b.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,国奥村 
中华园锦苑   | 叠拼别墅 | 4室3厅 | 250.69平米 | 南 | 其他,106100439587,南北通透 明厨明卫 看房方便 带大花园,https://cd.lianjia.com/ershoufang/106100439587.html,450万,https://image1.ljcdn.com/510100-inspection/6d3d8a43-ff32-4489-8e3f-4fdd6a920bb8.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,中华园锦苑 
蓝光香瑞湖  | 5室2厅 | 254.49平米 | 南 | 毛坯,106100164013,蓝光香瑞湖联排别墅 带花园和车库,https://cd.lianjia.com/ershoufang/106100164013.html,355万,https://image1.ljcdn.com/510100-inspection/58675c43-6bf9-407b-88d6-b6a1d5f7fe131.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,蓝光香瑞湖 
雅居乐花园香草山   | 联排别墅 | 4室2厅 | 315.91平米 | 北 | 其他,106100468356,雅居乐花园三期香草山  毛坯联排别墅,https://cd.lianjia.com/ershoufang/106100468356.html,285万,https://image1.ljcdn.com/510100-inspection/2db676ad-79df-4cb7-903b-c8782cca9db0.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,雅居乐花园香草山 
三利宅院白云渡  | 4室2厅 | 275.25平米 | 东 | 其他,106100375657, 三利宅院白云渡联排别墅采光好带花园,https://cd.lianjia.com/ershoufang/106100375657.html,398万,https://image1.ljcdn.com/510100-inspection/f3b59736-b098-4f5e-8b0c-bb8a9b6f76bd.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,三利宅院白云渡 
翡翠城三期   | 联排别墅 | 5室2厅 | 304.61平米 | 南 | 毛坯,106091981426,翡翠城三期 无装修 五室两厅两卫,https://cd.lianjia.com/ershoufang/106091981426.html,800万,https://image1.ljcdn.com/510100-inspection/62197d68-08ce-460f-9dec-b5b6cce19d3f.JPG.437x300.jpg,下叠(共4层)2007年建  -  成外,翡翠城三期 
炎华置信上林赋   | 联排别墅 | 5室2厅 | 300.15平米 | 南 北 | 其他,106100425462,环境优美的上林赋双拼合院别墅，满两年，无增值税,https://cd.lianjia.com/ershoufang/106100425462.html,330万,https://image1.ljcdn.com/510100-inspection/2efd3c28-f291-487d-a3fd-8109f3023437.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,炎华置信上林赋 
三利宅院白云渡  | 4室2厅 | 263.2平米 | 南 | 精装,106092780724,三利宅院白云渡 精装套五  客厅朝南 不临街带花园,https://cd.lianjia.com/ershoufang/106092780724.html,460万,https://image1.ljcdn.com/510100-inspection/ad2e7e2d-db16-4b44-bfea-ad665dd596315.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,三利宅院白云渡 
麓山国际塞尔维蒙   | 叠拼别墅 | 4室2厅 | 162.49平米 | 南 北 | 其他,106100348980,麓山国际花园洋房一楼带花园 朝南,https://cd.lianjia.com/ershoufang/106100348980.html,320万,https://image1.ljcdn.com/510100-inspection/f6c4689d-b2b3-4a51-babe-523747e06079.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,麓山国际塞尔维蒙 
华侨城东岸一期  | 4室2厅 | 265.41平米 | 东 | 其他,106100357799,华侨城东岸一期 清水下叠 带花园,https://cd.lianjia.com/ershoufang/106100357799.html,650万,https://image1.ljcdn.com/510100-inspection/3001fd19-6331-4f47-80a9-2667370f72b4.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,华侨城东岸一期 
华侨城东岸一期  | 4室2厅 | 250.01平米 | 西南 | 毛坯,106092190635,东岸一期洋房，顶跃带平台，251㎡套四，采光无遮挡,https://cd.lianjia.com/ershoufang/106092190635.html,500万,https://image1.ljcdn.com/510100-inspection/688d2ebf-fdff-447d-b4da-b760b6c9919b4.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,华侨城东岸一期 
派克公馆   | 叠拼别墅 | 4室2厅 | 397.41平米 | 东南 | 其他,106100489647,叠拼别墅  带前后花园 均价8000多,https://cd.lianjia.com/ershoufang/106100489647.html,330万,https://image1.ljcdn.com/510100-inspection/92608795-fe02-47e5-b8f0-87ab3c56b17d.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,派克公馆 
国奥村   | 联排别墅 | 4室2厅 | 188.73平米 | 东 | 其他,106100355437,国奥村是双流新城品质很高的小区,https://cd.lianjia.com/ershoufang/106100355437.html,340万,https://image1.ljcdn.com/510100-inspection/b6e0eb74-5153-468f-9254-ac106aa7061e.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,国奥村 
君临天下   | 双拼别墅 | 4室2厅 | 282平米 | 东南 | 毛坯,106100382740,《双拼别墅》全别墅小区 清水 前后花园 双车位,https://cd.lianjia.com/ershoufang/106100382740.html,380万,https://image1.ljcdn.com/510100-inspection/1bf6ea08-3a11-4703-aebe-c16cfb552d3d.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,君临天下 
君临天下   | 双拼别墅 | 4室2厅 | 197平米 | 南 | 毛坯,106091428823,《双拼别墅》全别墅小区 带花园 1个车位 中间位置,https://cd.lianjia.com/ershoufang/106091428823.html,300万,https://image1.ljcdn.com/510100-inspection/d34b1885-8f4c-4488-a2f1-d12bea3e41305.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,君临天下 
麓山国际塞尔维蒙   | 叠拼别墅 | 3室2厅 | 134.66平米 | 东南 | 其他,106100434373,麓山国际  塞尔维蒙  花园洋房 ,https://cd.lianjia.com/ershoufang/106100434373.html,205万,https://image1.ljcdn.com/510100-inspection/3dd23346-e400-4aa5-8fe9-74bbb2018c6d.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,麓山国际塞尔维蒙 
春语花间  | 2室2厅 | 88.64平米 | 西南 | 其他,106100305566,春语花间 有装修套二 客厅卧室带阳台 安静对中庭,https://cd.lianjia.com/ershoufang/106100305566.html,165万,https://image1.ljcdn.com/510100-inspection/cd459c25-482d-4642-818e-1ed3e9d9cf13.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,春语花间 
彩叠园1B期  | 4室2厅 | 149.51平米 | 南 | 其他,106100518138,彩叠园1B 4室2厅1厨3卫 交通便利小区环境适合居住,https://cd.lianjia.com/ershoufang/106100518138.html,185万,https://image1.ljcdn.com/510100-inspection/628c5862-150b-4825-8a34-7cf7d7565d1d.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,彩叠园1B期 
美洲花园二期  | 4室3厅 | 188.21平米 | 东南 | 其他,106100218746,美洲花园密苏里小城 叠拼 清水房 套四 带阳台花园,https://cd.lianjia.com/ershoufang/106100218746.html,270万,https://image1.ljcdn.com/510100-inspection/96dcbe56-dfaa-48ca-83b5-85ed132f973c.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,美洲花园二期 
三利宅院三期   | 联排别墅 | 5室2厅 | 395平米 | 北 | 毛坯,106092463725,三利宅院三期 联排别墅 有车位 清水房,https://cd.lianjia.com/ershoufang/106092463725.html,530万,https://image1.ljcdn.com/510100-inspection/44b47b1a-8a29-4c97-bf54-edfd741752e25.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,三利宅院三期 
成都后花园二期   | 叠拼别墅 | 4室2厅 | 291.22平米 | 东南 | 其他,106100464539,成都后花园二期，  半装修下叠，,https://cd.lianjia.com/ershoufang/106100464539.html,450万,https://image1.ljcdn.com/510100-inspection/8e4cb2a0-df10-443e-848f-69d2e9c99140.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,成都后花园二期 
华侨城东岸二期   | 叠拼别墅 | 5室3厅 | 242.42平米 | 东南 | 其他,106100426809,华侨城东岸清水  满二年  有产权 采光好,https://cd.lianjia.com/ershoufang/106100426809.html,660万,https://image1.ljcdn.com/510100-inspection/8a89760f-b6af-4de6-9404-b3f23c2805fe.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,华侨城东岸二期 
成都花园朗庭园   | 联排别墅 | 5室2厅 | 254.6平米 | 西南 | 简装,106100021875,成都花园A区别墅  有装修  带花园,https://cd.lianjia.com/ershoufang/106100021875.html,550万,https://image1.ljcdn.com/510100-inspection/a0f5026f-8360-4953-bd1d-d14c8e3fb698.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,成都花园朗庭园 
国信滨河雅居   | 联排别墅 | 4室2厅 | 270.96平米 | 东南 | 毛坯,106100182124,东湖旁 河心岛别墅3跃4 难得清水 自带车库地下室,https://cd.lianjia.com/ershoufang/106100182124.html,520万,https://image1.ljcdn.com/510100-inspection/a154dd16-b8d2-4dc5-b871-a9225fdc5b42.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,国信滨河雅居 
国奥村   | 联排别墅 | 4室2厅 | 205.97平米 | 东 | 其他,106100145455,国奥村+清水联排+满两年。。。。。。,https://cd.lianjia.com/ershoufang/106100145455.html,260万,https://image1.ljcdn.com/510100-inspection/a1d5d512-33ab-4103-97ea-1a03d699b59b.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,国奥村 
成都后花园二期   | 叠拼别墅 | 6室2厅 | 306.7平米 | 东南 | 其他,106100248837,成都后花园二期叠拼别墅，带地下室,https://cd.lianjia.com/ershoufang/106100248837.html,380万,https://image1.ljcdn.com/510100-inspection/c2ff8381-014f-4956-a9a2-ca6ca151a591.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,成都后花园二期 
金府路6号  | 5室3厅 | 196平米 | 东 | 其他,106100478231,上叠别墅+不临街+有装修+有平台有花园+带产权车位,https://cd.lianjia.com/ershoufang/106100478231.html,330万,https://image1.ljcdn.com/510100-inspection/4c7b69d8-60c5-4953-8ff8-119ff246556e.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,金府路6号 
鹭湖宫二区   | 联排别墅 | 3室2厅 | 177.05平米 | 西北 | 其他,106100347798,鹭湖宫二区联排别墅，小区环境优雅,https://cd.lianjia.com/ershoufang/106100347798.html,220万,https://image1.ljcdn.com/510100-inspection/8b7b26b6-6d5f-429f-894b-9f21f8d522d4.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,鹭湖宫二区 
清溪玫瑰园   | 联排别墅 | 6室2厅 | 254.72平米 | 南 | 毛坯,106100280816,玫瑰园，满两年，前后花园120平。,https://cd.lianjia.com/ershoufang/106100280816.html,270万,https://image1.ljcdn.com/510100-inspection/bd003edc-63f2-4515-a450-5fa581fc78bc.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,清溪玫瑰园 
成都花园朗庭园   | 叠拼别墅 | 4室3厅 | 228.18平米 | 南 | 其他,106100252156,成都花园朗庭园叠拼别墅带花园 三跃四跃五,https://cd.lianjia.com/ershoufang/106100252156.html,295万,https://image1.ljcdn.com/510100-inspection/141b2e93-2c63-4f94-982a-52944409a70a.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,成都花园朗庭园 
国奥村   | 联排别墅 | 4室2厅 | 188.73平米 | 南 | 其他,106100472776,国奥村装修联排别墅，带家具家电,https://cd.lianjia.com/ershoufang/106100472776.html,300万,https://image1.ljcdn.com/510100-inspection/e6b75c7b-ddec-4567-b71f-6c1069ebd96b.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,国奥村 
中华园锦苑   | 叠拼别墅 | 4室3厅 | 250.69平米 | 南 | 其他,106100439587,南北通透 明厨明卫 看房方便 带大花园,https://cd.lianjia.com/ershoufang/106100439587.html,450万,https://image1.ljcdn.com/510100-inspection/6d3d8a43-ff32-4489-8e3f-4fdd6a920bb8.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,中华园锦苑 
蓝光香瑞湖  | 5室2厅 | 254.49平米 | 南 | 毛坯,106100164013,蓝光香瑞湖联排别墅 带花园和车库,https://cd.lianjia.com/ershoufang/106100164013.html,355万,https://image1.ljcdn.com/510100-inspection/58675c43-6bf9-407b-88d6-b6a1d5f7fe131.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,蓝光香瑞湖 
雅居乐花园香草山   | 联排别墅 | 4室2厅 | 315.91平米 | 北 | 其他,106100468356,雅居乐花园三期香草山  毛坯联排别墅,https://cd.lianjia.com/ershoufang/106100468356.html,285万,https://image1.ljcdn.com/510100-inspection/2db676ad-79df-4cb7-903b-c8782cca9db0.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,雅居乐花园香草山 
三利宅院白云渡  | 4室2厅 | 275.25平米 | 东 | 其他,106100375657, 三利宅院白云渡联排别墅采光好带花园,https://cd.lianjia.com/ershoufang/106100375657.html,398万,https://image1.ljcdn.com/510100-inspection/f3b59736-b098-4f5e-8b0c-bb8a9b6f76bd.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,三利宅院白云渡 
炎华置信上林赋   | 联排别墅 | 5室2厅 | 300.15平米 | 南 北 | 其他,106100425462,环境优美的上林赋双拼合院别墅，满两年，无增值税,https://cd.lianjia.com/ershoufang/106100425462.html,330万,https://image1.ljcdn.com/510100-inspection/2efd3c28-f291-487d-a3fd-8109f3023437.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,炎华置信上林赋 
翡翠城三期   | 联排别墅 | 5室2厅 | 304.61平米 | 南 | 毛坯,106091981426,翡翠城三期 无装修 五室两厅两卫,https://cd.lianjia.com/ershoufang/106091981426.html,800万,https://image1.ljcdn.com/510100-inspection/62197d68-08ce-460f-9dec-b5b6cce19d3f.JPG.437x300.jpg,下叠(共4层)2007年建  -  成外,翡翠城三期 
三利宅院白云渡  | 4室2厅 | 263.2平米 | 南 | 精装,106092780724,三利宅院白云渡 精装套五  客厅朝南 不临街带花园,https://cd.lianjia.com/ershoufang/106092780724.html,460万,https://image1.ljcdn.com/510100-inspection/ad2e7e2d-db16-4b44-bfea-ad665dd596315.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,三利宅院白云渡 
麓山国际塞尔维蒙   | 叠拼别墅 | 4室2厅 | 162.49平米 | 南 北 | 其他,106100348980,麓山国际花园洋房一楼带花园 朝南,https://cd.lianjia.com/ershoufang/106100348980.html,320万,https://image1.ljcdn.com/510100-inspection/f6c4689d-b2b3-4a51-babe-523747e06079.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,麓山国际塞尔维蒙 
华侨城东岸一期  | 4室2厅 | 265.41平米 | 东 | 其他,106100357799,华侨城东岸一期 清水下叠 带花园,https://cd.lianjia.com/ershoufang/106100357799.html,650万,https://image1.ljcdn.com/510100-inspection/3001fd19-6331-4f47-80a9-2667370f72b4.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,华侨城东岸一期 
华侨城东岸一期  | 4室2厅 | 250.01平米 | 西南 | 毛坯,106092190635,东岸一期洋房，顶跃带平台，251㎡套四，采光无遮挡,https://cd.lianjia.com/ershoufang/106092190635.html,500万,https://image1.ljcdn.com/510100-inspection/688d2ebf-fdff-447d-b4da-b760b6c9919b4.jpg.437x300.jpg,下叠(共4层)2007年建  -  成外,华侨城东岸一期 
锦官丽城亲水湾   | 联排别墅 | 4室2厅 | 269平米 | 东南 | 其他,106100413798,联排别墅 装修 有车库 有花园 天府新区 亲水湾,https://cd.lianjia.com/ershoufang/106100413798.html,415万,https://image1.ljcdn.com/510100-inspection/663d0c6d-36e4-4157-87b8-1b92c2e9c687.jpg.437x300.jpg,1层2006年建  -  华阳,锦官丽城亲水湾 
翠拥天地   | 联排别墅 | 5室3厅 | 253.07平米 | 南 | 其他,106100400831,翠拥天地 套五  满2年 安静 不临街,https://cd.lianjia.com/ershoufang/106100400831.html,368万,https://image1.ljcdn.com/510100-inspection/e089538e-8cc5-4f41-83d5-f2f21a439ff1.jpg.437x300.jpg,1层2006年建  -  华阳,翠拥天地 
御都花园别墅  | 5室2厅 | 293.87平米 | 东南 | 毛坯,106092832416,御都花园别墅 清水套四 内跃3层 带60平米花园 西南向,https://cd.lianjia.com/ershoufang/106092832416.html,520万,https://image1.ljcdn.com/510100-inspection/1b9dd069-1dd3-4772-8535-77ec9ad1d06b5.jpg.437x300.jpg,1层2006年建  -  华阳,御都花园别墅 
麓山国际塞尔维蒙   | 叠拼别墅 | 3室2厅 | 148.07平米 | 南 | 其他,106100212081,麓山国际塞尔维蒙，花园洋房，多露台。,https://cd.lianjia.com/ershoufang/106100212081.html,235万,https://image1.ljcdn.com/510100-inspection/ac7dae15-bcbf-4e32-bb41-034d745904c9.jpg.437x300.jpg,1层2006年建  -  华阳,麓山国际塞尔维蒙 
麓山国际塞尔维蒙  | 3室2厅 | 186.42平米 | 东 | 其他,106100116411,麓山国际 塞尔维蒙  顶跃安静,https://cd.lianjia.com/ershoufang/106100116411.html,300万,https://image1.ljcdn.com/510100-inspection/6e970cc9-3220-4f4b-a9c9-0042bd512095.jpg.437x300.jpg,1层2006年建  -  华阳,麓山国际塞尔维蒙 
麓山国际拉佩维尔   | 叠拼别墅 | 4室2厅 | 240.46平米 | 南 | 其他,106092721041,麓山国际叠拼临球清水道套四带车位,https://cd.lianjia.com/ershoufang/106092721041.html,420万,https://image1.ljcdn.com/510100-inspection/e0316efd-7edc-41a2-b47a-3d5a3e42e9339.jpg.437x300.jpg,1层2006年建  -  华阳,麓山国际拉佩维尔 
雅居乐花园香草山   | 联排别墅 | 4室2厅 | 394.77平米 | 南 | 其他,106100198417,雅居乐花园叠下别墅带车位出售。,https://cd.lianjia.com/ershoufang/106100198417.html,280万,https://image1.ljcdn.com/510100-inspection/03ca0c99-f9ee-46cf-ae7c-64107f148e65.jpg.437x300.jpg,1层2006年建  -  华阳,雅居乐花园香草山 
蓝光香瑞湖  | 5室2厅 | 251.64平米 | 南 | 其他,106100485905,别墅端头 花园面积100平米  有地下车库,https://cd.lianjia.com/ershoufang/106100485905.html,300万,https://image1.ljcdn.com/510100-inspection/33c42dbc-4e03-4410-8d83-852c0de18c50.jpg.437x300.jpg,1层2006年建  -  华阳,蓝光香瑞湖 
芙蓉古城八期A、B区   | 双拼别墅 | 5室3厅 | 400.71平米 | 南 | 其他,106100307070,紫薇园双拼临溪流，花园130平，带观赏庭。,https://cd.lianjia.com/ershoufang/106100307070.html,435万,https://image1.ljcdn.com/510100-inspection/b4051379-b718-4aff-9188-47759c2858ca.jpg.437x300.jpg,1层2006年建  -  华阳,芙蓉古城八期A、B区 
原乡   | 联排别墅 | 4室2厅 | 249.27平米 | 南 | 精装,106100478890,原乡双花园+装修改建合理+朝南,https://cd.lianjia.com/ershoufang/106100478890.html,500万,https://image1.ljcdn.com/510100-inspection/2db708c6-5209-45d7-a845-732f61bb345b.jpg.437x300.jpg,1层2006年建  -  华阳,原乡 
金河谷三期  | 4室2厅 | 273.48平米 | 南 | 毛坯,106092855107,金河谷 瑞丽庄园 独栋小别墅 四室三卫 独立车库和车位,https://cd.lianjia.com/ershoufang/106092855107.html,500万,https://image1.ljcdn.com/510100-inspection/11895a12-b396-4970-827b-3c78db3355265.jpg.437x300.jpg,1层2006年建  -  华阳,金河谷三期 
芙蓉名城A区   | 叠拼别墅 | 4室3厅 | 240.43平米 | 南 | 简装,106100137278,芙蓉名城A区叠上别墅带车库有钥匙随时可以看,https://cd.lianjia.com/ershoufang/106100137278.html,180万,https://image1.ljcdn.com/510100-inspection/09a8c699-0781-4f76-8c87-455bc7d3b34d.jpg.437x300.jpg,1层2006年建  -  华阳,芙蓉名城A区 
金河谷二期  | 6室2厅 | 352.12平米 | 南 | 毛坯,106100253148,金河谷小区，交通便利，小区环境干净舒适，适合居住,https://cd.lianjia.com/ershoufang/106100253148.html,580万,https://image1.ljcdn.com/510100-inspection/e1cf9146-9c3e-4c11-bde9-aa3bf4f3dbdd.jpg.437x300.jpg,1层2006年建  -  华阳,金河谷二期 
桃花源别墅   | 独栋别墅 | 5室2厅 | 277.06平米 | 东南 | 毛坯,106100344763,桃花源别墅 独栋三层 套五四卫  看房方便 有钥匙,https://cd.lianjia.com/ershoufang/106100344763.html,400万,https://image1.ljcdn.com/510100-inspection/5b97cb15-feeb-43d8-96c6-95230284ad70.jpg.437x300.jpg,1层2006年建  -  华阳,桃花源别墅 
利通天鹅堡  | 5室3厅 | 238.76平米 | 东南 | 毛坯,106100419899,利通天鹅堡_套五三卫_东南朝向_有屋顶平台,https://cd.lianjia.com/ershoufang/106100419899.html,130万,https://image1.ljcdn.com/510100-inspection/4c7aa6e5-513e-414e-9be1-c97dddd21966.jpg.437x300.jpg,1层2006年建  -  华阳,利通天鹅堡 
